"indice_tiempo","provincia_de_destino","pais_de_residencia","destinos_visitados","turistas_no_residentes","pernoctes_no_residentes_en_provincia","pernoctes_no_residentes_en_pais","casos_muestrales","observaciones"
2022-03-01,"La Pampa","EE.UU y Canadá","Provincia y resto",312,1968,4032,3,NA
2022-03-01,"La Pampa","EE.UU y Canadá","Solo provincia",96,576,576,1,NA
2022-03-01,"La Pampa","EE.UU y Canadá","Solo resto",21738,0,418550,213,NA
2022-03-01,"La Pampa","Europa","Provincia y resto",446,3349,9744,5,NA
2022-03-01,"La Pampa","Europa","Solo provincia",74,6660,6660,1,NA
2022-03-01,"La Pampa","Europa","Solo resto",33669,0,1113243,416,NA
2022-03-01,"La Pampa","Paraguay","Provincia y resto",0,0,0,0,NA
2022-03-01,"La Pampa","Paraguay","Solo provincia",0,0,0,0,NA
2022-03-01,"La Pampa","Paraguay","Solo resto",1612,0,12584,17,NA
2022-03-01,"La Pampa","Resto América","Provincia y resto",0,0,0,0,NA
2022-03-01,"La Pampa","Resto América","Solo provincia",0,0,0,0,NA
2022-03-01,"La Pampa","Resto América","Solo resto",15930,0,372728,309,NA
2022-03-01,"La Pampa","Resto del Mundo","Provincia y resto",0,0,0,0,NA
2022-03-01,"La Pampa","Resto del Mundo","Solo provincia",0,0,0,0,NA
2022-03-01,"La Pampa","Resto del Mundo","Solo resto",3210,0,80069,23,NA
2022-03-01,"La Pampa","Uruguay","Provincia y resto",0,0,0,0,NA
2022-03-01,"La Pampa","Uruguay","Solo provincia",0,0,0,0,NA
2022-03-01,"La Pampa","Uruguay","Solo resto",843,0,7118,43,NA
2022-03-01,"La Rioja","Bolivia","Provincia y resto",0,0,0,0,NA
2022-03-01,"La Rioja","Bolivia","Solo provincia",0,0,0,0,NA
2022-03-01,"La Rioja","Bolivia","Solo resto",3009,0,42380,124,NA
2022-03-01,"La Rioja","Brasil","Provincia y resto",0,0,0,0,NA
2022-03-01,"La Rioja","Brasil","Solo provincia",0,0,0,0,NA
2022-03-01,"La Rioja","Brasil","Solo resto",16935,0,206036,336,NA
2022-03-01,"La Rioja","Chile","Provincia y resto",0,0,0,0,NA
2022-03-01,"La Rioja","Chile","Solo provincia",0,0,0,0,NA
2022-03-01,"La Rioja","Chile","Solo resto",8869,0,69541,247,NA
2022-03-01,"La Rioja","EE.UU y Canadá","Provincia y resto",0,0,0,0,NA
2022-03-01,"La Rioja","EE.UU y Canadá","Solo provincia",0,0,0,0,NA
2022-03-01,"La Rioja","EE.UU y Canadá","Solo resto",22146,0,423158,217,NA
2022-03-01,"La Rioja","Europa","Provincia y resto",150,675,1425,2,NA
2022-03-01,"La Rioja","Europa","Solo provincia",0,0,0,0,NA
2022-03-01,"La Rioja","Europa","Solo resto",34039,0,1128222,420,NA
2022-03-01,"La Rioja","Paraguay","Provincia y resto",0,0,0,0,NA
2022-03-01,"La Rioja","Paraguay","Solo provincia",0,0,0,0,NA
2022-03-01,"La Rioja","Paraguay","Solo resto",1612,0,12584,17,NA
2022-03-01,"La Rioja","Resto América","Provincia y resto",0,0,0,0,NA
2022-03-01,"La Rioja","Resto América","Solo provincia",0,0,0,0,NA
2022-03-01,"La Rioja","Resto América","Solo resto",15930,0,372728,309,NA
2022-03-01,"La Rioja","Resto del Mundo","Provincia y resto",0,0,0,0,NA
2022-03-01,"La Rioja","Resto del Mundo","Solo provincia",154,8316,8316,1,NA
2022-03-01,"La Rioja","Resto del Mundo","Solo resto",3056,0,71753,22,NA
2022-03-01,"La Rioja","Uruguay","Provincia y resto",0,0,0,0,NA
2022-03-01,"La Rioja","Uruguay","Solo provincia",0,0,0,0,NA
2022-03-01,"La Rioja","Uruguay","Solo resto",843,0,7118,43,NA
2022-03-01,"Mendoza","Bolivia","Provincia y resto",0,0,0,0,NA
2022-03-01,"Mendoza","Bolivia","Solo provincia",0,0,0,0,NA
2022-03-01,"Mendoza","Bolivia","Solo resto",3009,0,42380,124,NA
2022-03-01,"Mendoza","Brasil","Provincia y resto",452,4364,6220,9,NA
2022-03-01,"Mendoza","Brasil","Solo provincia",150,950,950,3,NA
2022-03-01,"Mendoza","Brasil","Solo resto",16333,0,198866,324,NA
2022-03-01,"Mendoza","Chile","Provincia y resto",0,0,0,0,NA
2022-03-01,"Mendoza","Chile","Solo provincia",36,108,108,1,NA
2022-03-01,"Mendoza","Chile","Solo resto",8833,0,69433,246,NA
2022-03-01,"Mendoza","EE.UU y Canadá","Provincia y resto",1010,9944,28545,10,NA
2022-03-01,"Mendoza","EE.UU y Canadá","Solo provincia",0,0,0,0,NA
2022-03-01,"Mendoza","EE.UU y Canadá","Solo resto",21136,0,394613,207,NA
2022-03-01,"Mendoza","Europa","Provincia y resto",1868,24153,76864,22,NA
2022-03-01,"Mendoza","Europa","Solo provincia",767,21182,21182,9,NA
2022-03-01,"Mendoza","Europa","Solo resto",31554,0,1031601,391,NA
2022-03-01,"Mendoza","Paraguay","Provincia y resto",0,0,0,0,NA
2022-03-01,"Mendoza","Paraguay","Solo provincia",272,2784,2784,3,NA
2022-03-01,"Mendoza","Paraguay","Solo resto",1340,0,9800,14,NA
2022-03-01,"Mendoza","Resto América","Provincia y resto",386,7190,17838,7,NA
2022-03-01,"Mendoza","Resto América","Solo provincia",58,1160,1160,1,NA
2022-03-01,"Mendoza","Resto América","Solo resto",15486,0,353730,301,NA
2022-03-01,"Mendoza","Resto del Mundo","Provincia y resto",308,1386,8316,2,NA
2022-03-01,"Mendoza","Resto del Mundo","Solo provincia",0,0,0,0,NA
2022-03-01,"Mendoza","Resto del Mundo","Solo resto",2902,0,71753,21,NA
2022-03-01,"Mendoza","Uruguay","Provincia y resto",0,0,0,0,NA
2022-03-01,"Mendoza","Uruguay","Solo provincia",25,375,375,1,NA
2022-03-01,"Mendoza","Uruguay","Solo resto",818,0,6743,42,NA
2022-03-01,"Misiones","Bolivia","Provincia y resto",0,0,0,0,NA
2022-03-01,"Misiones","Bolivia","Solo provincia",0,0,0,0,NA
2022-03-01,"Misiones","Bolivia","Solo resto",3009,0,42380,124,NA
2022-03-01,"Misiones","Brasil","Provincia y resto",0,0,0,0,NA
2022-03-01,"Misiones","Brasil","Solo provincia",0,0,0,0,NA
2022-03-01,"Misiones","Brasil","Solo resto",16935,0,206036,336,NA
2022-03-01,"Misiones","Chile","Provincia y resto",111,518,1924,3,NA
2022-03-01,"Misiones","Chile","Solo provincia",37,111,111,1,NA
2022-03-01,"Misiones","Chile","Solo resto",8721,0,67506,243,NA
2022-03-01,"Misiones","EE.UU y Canadá","Provincia y resto",656,2706,6708,6,NA
2022-03-01,"Misiones","EE.UU y Canadá","Solo provincia",0,0,0,0,NA
2022-03-01,"Misiones","EE.UU y Canadá","Solo resto",21490,0,416450,211,NA
2022-03-01,"Misiones","Europa","Provincia y resto",3725,18312,88323,40,NA
2022-03-01,"Misiones","Europa","Solo provincia",456,9576,9576,4,NA
2022-03-01,"Misiones","Europa","Solo resto",30008,0,1031748,378,NA
2022-03-01,"Misiones","Paraguay","Provincia y resto",0,0,0,0,NA
2022-03-01,"Misiones","Paraguay","Solo provincia",0,0,0,0,NA
2022-03-01,"Misiones","Paraguay","Solo resto",1612,0,12584,17,NA
2022-03-01,"Misiones","Resto América","Provincia y resto",693,3822,14210,14,NA
2022-03-01,"Misiones","Resto América","Solo provincia",0,0,0,0,NA
2022-03-01,"Misiones","Resto América","Solo resto",15237,0,358518,295,NA
2022-03-01,"Misiones","Resto del Mundo","Provincia y resto",400,1200,9200,4,NA
2022-03-01,"Misiones","Resto del Mundo","Solo provincia",0,0,0,0,NA
2022-03-01,"Misiones","Resto del Mundo","Solo resto",2810,0,70869,19,NA
2022-03-01,"Misiones","Uruguay","Provincia y resto",26,364,390,1,NA
2022-03-01,"Misiones","Uruguay","Solo provincia",0,0,0,0,NA
2022-03-01,"Misiones","Uruguay","Solo resto",817,0,6728,42,NA
2022-03-01,"Neuquen","Bolivia","Provincia y resto",0,0,0,0,NA
2022-03-01,"Neuquen","Bolivia","Solo provincia",84,1932,1932,3,NA
2022-03-01,"Neuquen","Bolivia","Solo resto",2925,0,40448,121,NA
2022-03-01,"Neuquen","Brasil","Provincia y resto",350,4450,8850,7,NA
2022-03-01,"Neuquen","Brasil","Solo provincia",102,1785,1785,2,NA
2022-03-01,"Neuquen","Brasil","Solo resto",16483,0,195401,327,NA
2022-03-01,"Neuquen","Chile","Provincia y resto",37,111,148,1,NA
2022-03-01,"Neuquen","Chile","Solo provincia",0,0,0,0,NA
2022-03-01,"Neuquen","Chile","Solo resto",8832,0,69393,246,NA
2022-03-01,"Neuquen","EE.UU y Canadá","Provincia y resto",626,2504,6762,6,NA
2022-03-01,"Neuquen","EE.UU y Canadá","Solo provincia",0,0,0,0,NA
2022-03-01,"Neuquen","EE.UU y Canadá","Solo resto",21520,0,416396,211,NA
2022-03-01,"Neuquen","Europa","Provincia y resto",1144,11905,52091,15,NA
2022-03-01,"Neuquen","Europa","Solo provincia",172,3612,3612,2,NA
2022-03-01,"Neuquen","Europa","Solo resto",32873,0,1073944,405,NA
2022-03-01,"Neuquen","Paraguay","Provincia y resto",0,0,0,0,NA
2022-03-01,"Neuquen","Paraguay","Solo provincia",0,0,0,0,NA
2022-03-01,"Neuquen","Paraguay","Solo resto",1612,0,12584,17,NA
2022-03-01,"Neuquen","Resto América","Provincia y resto",288,4719,10193,5,NA
2022-03-01,"Neuquen","Resto América","Solo provincia",58,1682,1682,1,NA
2022-03-01,"Neuquen","Resto América","Solo resto",15584,0,360853,303,NA
2022-03-01,"Neuquen","Resto del Mundo","Provincia y resto",400,800,9200,4,NA
2022-03-01,"Neuquen","Resto del Mundo","Solo provincia",0,0,0,0,NA
2022-03-01,"Neuquen","Resto del Mundo","Solo resto",2810,0,70869,19,NA
2022-03-01,"Neuquen","Uruguay","Provincia y resto",0,0,0,0,NA
2022-03-01,"Neuquen","Uruguay","Solo provincia",0,0,0,0,NA
2022-03-01,"Neuquen","Uruguay","Solo resto",843,0,7118,43,NA
2022-03-01,"Rio Negro","Bolivia","Provincia y resto",50,200,300,2,NA
2022-03-01,"Rio Negro","Bolivia","Solo provincia",28,84,84,1,NA
2022-03-01,"Rio Negro","Bolivia","Solo resto",2931,0,41996,121,NA
2022-03-01,"Rio Negro","Brasil","Provincia y resto",350,2050,4600,7,NA
2022-03-01,"Rio Negro","Brasil","Solo provincia",51,357,357,1,NA
2022-03-01,"Rio Negro","Brasil","Solo resto",16534,0,201079,328,NA
2022-03-01,"Rio Negro","Chile","Provincia y resto",37,222,259,1,NA
2022-03-01,"Rio Negro","Chile","Solo provincia",72,432,432,2,NA
2022-03-01,"Rio Negro","Chile","Solo resto",8760,0,68850,244,NA
2022-03-01,"Rio Negro","EE.UU y Canadá","Provincia y resto",1009,4322,10880,10,NA
2022-03-01,"Rio Negro","EE.UU y Canadá","Solo provincia",0,0,0,0,NA
2022-03-01,"Rio Negro","EE.UU y Canadá","Solo resto",21137,0,412278,207,NA
2022-03-01,"Rio Negro","Europa","Provincia y resto",2201,21956,74799,27,NA
2022-03-01,"Rio Negro","Europa","Solo provincia",74,1554,1554,1,NA
2022-03-01,"Rio Negro","Europa","Solo resto",31914,0,1053294,394,NA
2022-03-01,"Rio Negro","Paraguay","Provincia y resto",0,0,0,0,NA
2022-03-01,"Rio Negro","Paraguay","Solo provincia",0,0,0,0,NA
2022-03-01,"Rio Negro","Paraguay","Solo resto",1612,0,12584,17,NA
2022-03-01,"Rio Negro","Resto América","Provincia y resto",979,4423,20960,19,NA
2022-03-01,"Rio Negro","Resto América","Solo provincia",153,5940,5940,3,NA
2022-03-01,"Rio Negro","Resto América","Solo resto",14798,0,345828,287,NA
2022-03-01,"Rio Negro","Resto del Mundo","Provincia y resto",708,4864,17516,6,NA
2022-03-01,"Rio Negro","Resto del Mundo","Solo provincia",0,0,0,0,NA
2022-03-01,"Rio Negro","Resto del Mundo","Solo resto",2502,0,62553,17,NA
2022-03-01,"Rio Negro","Uruguay","Provincia y resto",36,468,504,2,NA
2022-03-01,"Rio Negro","Uruguay","Solo provincia",25,250,250,1,NA
2022-03-01,"Rio Negro","Uruguay","Solo resto",782,0,6364,40,NA
2022-03-01,"Salta","Bolivia","Provincia y resto",28,56,196,1,NA
2022-03-01,"Salta","Bolivia","Solo provincia",0,0,0,0,NA
2022-03-01,"Salta","Bolivia","Solo resto",2981,0,42184,123,NA
2022-03-01,"Salta","Brasil","Provincia y resto",150,1350,3100,3,NA
2022-03-01,"Salta","Brasil","Solo provincia",51,969,969,1,NA
2022-03-01,"Salta","Brasil","Solo resto",16734,0,201967,332,NA
2022-03-01,"Salta","Chile","Provincia y resto",73,651,942,2,NA
2022-03-01,"Salta","Chile","Solo provincia",0,0,0,0,NA
2022-03-01,"Salta","Chile","Solo resto",8796,0,68599,245,NA
2022-03-01,"Salta","EE.UU y Canadá","Provincia y resto",602,4196,17772,6,NA
2022-03-01,"Salta","EE.UU y Canadá","Solo provincia",0,0,0,0,NA
2022-03-01,"Salta","EE.UU y Canadá","Solo resto",21544,0,405386,211,NA
2022-03-01,"Salta","Europa","Provincia y resto",2901,17037,106565,34,NA
2022-03-01,"Salta","Europa","Solo provincia",247,11910,11910,3,NA
2022-03-01,"Salta","Europa","Solo resto",31041,0,1011172,385,NA
2022-03-01,"Salta","Paraguay","Provincia y resto",0,0,0,0,NA
2022-03-01,"Salta","Paraguay","Solo provincia",164,492,492,2,NA
2022-03-01,"Salta","Paraguay","Solo resto",1448,0,12092,15,NA
2022-03-01,"Salta","Resto América","Provincia y resto",173,3770,4174,3,NA
2022-03-01,"Salta","Resto América","Solo provincia",0,0,0,0,NA
2022-03-01,"Salta","Resto América","Solo resto",15757,0,368554,306,NA
2022-03-01,"Salta","Resto del Mundo","Provincia y resto",0,0,0,0,NA
2022-03-01,"Salta","Resto del Mundo","Solo provincia",0,0,0,0,NA
2022-03-01,"Salta","Resto del Mundo","Solo resto",3210,0,80069,23,NA
2022-03-01,"Salta","Uruguay","Provincia y resto",0,0,0,0,NA
2022-03-01,"Salta","Uruguay","Solo provincia",0,0,0,0,NA
2022-03-01,"Salta","Uruguay","Solo resto",843,0,7118,43,NA
2022-03-01,"San Juan","Bolivia","Provincia y resto",0,0,0,0,NA
2022-03-01,"San Juan","Bolivia","Solo provincia",0,0,0,0,NA
2022-03-01,"San Juan","Bolivia","Solo resto",3009,0,42380,124,NA
2022-03-01,"San Juan","Brasil","Provincia y resto",0,0,0,0,NA
2022-03-01,"San Juan","Brasil","Solo provincia",0,0,0,0,NA
2022-03-01,"San Juan","Brasil","Solo resto",16935,0,206036,336,NA
2022-03-01,"San Juan","Chile","Provincia y resto",0,0,0,0,NA
2022-03-01,"San Juan","Chile","Solo provincia",0,0,0,0,NA
2022-03-01,"San Juan","Chile","Solo resto",8869,0,69541,247,NA
2022-03-01,"San Juan","EE.UU y Canadá","Provincia y resto",96,1344,2880,1,NA
2022-03-01,"San Juan","EE.UU y Canadá","Solo provincia",192,7104,7104,2,NA
2022-03-01,"San Juan","EE.UU y Canadá","Solo resto",21858,0,413174,214,NA
2022-03-01,"San Juan","Europa","Provincia y resto",246,6390,10184,3,NA
2022-03-01,"San Juan","Europa","Solo provincia",0,0,0,0,NA
2022-03-01,"San Juan","Europa","Solo resto",33943,0,1119463,419,NA
2022-03-01,"San Juan","Paraguay","Provincia y resto",0,0,0,0,NA
2022-03-01,"San Juan","Paraguay","Solo provincia",0,0,0,0,NA
2022-03-01,"San Juan","Paraguay","Solo resto",1612,0,12584,17,NA
2022-03-01,"San Juan","Resto América","Provincia y resto",0,0,0,0,NA
2022-03-01,"San Juan","Resto América","Solo provincia",58,5220,5220,1,NA
2022-03-01,"San Juan","Resto América","Solo resto",15872,0,367508,308,NA
2022-03-01,"San Juan","Resto del Mundo","Provincia y resto",0,0,0,0,NA
2022-03-01,"San Juan","Resto del Mundo","Solo provincia",0,0,0,0,NA
2022-03-01,"San Juan","Resto del Mundo","Solo resto",3210,0,80069,23,NA
2022-03-01,"San Juan","Uruguay","Provincia y resto",0,0,0,0,NA
2022-03-01,"San Juan","Uruguay","Solo provincia",0,0,0,0,NA
2022-03-01,"San Juan","Uruguay","Solo resto",843,0,7118,43,NA
2022-03-01,"San Luis","Bolivia","Provincia y resto",0,0,0,0,NA
2022-03-01,"San Luis","Bolivia","Solo provincia",0,0,0,0,NA
2022-03-01,"San Luis","Bolivia","Solo resto",3009,0,42380,124,NA
2022-03-01,"San Luis","Brasil","Provincia y resto",0,0,0,0,NA
2022-03-01,"San Luis","Brasil","Solo provincia",51,867,867,1,NA
2022-03-01,"San Luis","Brasil","Solo resto",16884,0,205169,335,NA
2022-03-01,"San Luis","Chile","Provincia y resto",0,0,0,0,NA
2022-03-01,"San Luis","Chile","Solo provincia",0,0,0,0,NA
2022-03-01,"San Luis","Chile","Solo resto",8869,0,69541,247,NA
2022-03-01,"San Luis","EE.UU y Canadá","Provincia y resto",96,192,2880,1,NA
2022-03-01,"San Luis","EE.UU y Canadá","Solo provincia",96,960,960,1,NA
2022-03-01,"San Luis","EE.UU y Canadá","Solo resto",21954,0,419318,215,NA
2022-03-01,"San Luis","Europa","Provincia y resto",522,7983,19065,6,NA
2022-03-01,"San Luis","Europa","Solo provincia",150,3075,3075,2,NA
2022-03-01,"San Luis","Europa","Solo resto",33517,0,1107507,414,NA
2022-03-01,"San Luis","Paraguay","Provincia y resto",0,0,0,0,NA
2022-03-01,"San Luis","Paraguay","Solo provincia",0,0,0,0,NA
2022-03-01,"San Luis","Paraguay","Solo resto",1612,0,12584,17,NA
2022-03-01,"San Luis","Resto América","Provincia y resto",0,0,0,0,NA
2022-03-01,"San Luis","Resto América","Solo provincia",57,5130,5130,1,NA
2022-03-01,"San Luis","Resto América","Solo resto",15873,0,367598,308,NA
2022-03-01,"San Luis","Resto del Mundo","Provincia y resto",0,0,0,0,NA
2022-03-01,"San Luis","Resto del Mundo","Solo provincia",0,0,0,0,NA
2022-03-01,"San Luis","Resto del Mundo","Solo resto",3210,0,80069,23,NA
2022-03-01,"San Luis","Uruguay","Provincia y resto",0,0,0,0,NA
2022-03-01,"San Luis","Uruguay","Solo provincia",0,0,0,0,NA
2022-03-01,"San Luis","Uruguay","Solo resto",843,0,7118,43,NA
2022-03-01,"Santa Cruz","Bolivia","Provincia y resto",165,693,1584,12,NA
2022-03-01,"Santa Cruz","Bolivia","Solo provincia",0,0,0,0,NA
2022-03-01,"Santa Cruz","Bolivia","Solo resto",2844,0,40796,112,NA
2022-03-01,"Santa Cruz","Brasil","Provincia y resto",555,2426,6303,11,NA
2022-03-01,"Santa Cruz","Brasil","Solo provincia",0,0,0,0,NA
2022-03-01,"Santa Cruz","Brasil","Solo resto",16380,0,199733,325,NA
2022-03-01,"Santa Cruz","Chile","Provincia y resto",0,0,0,0,NA
2022-03-01,"Santa Cruz","Chile","Solo provincia",0,0,0,0,NA
2022-03-01,"Santa Cruz","Chile","Solo resto",8869,0,69541,247,NA
2022-03-01,"Santa Cruz","EE.UU y Canadá","Provincia y resto",1693,7493,19590,16,NA
2022-03-01,"Santa Cruz","EE.UU y Canadá","Solo provincia",369,2214,2214,3,NA
2022-03-01,"Santa Cruz","EE.UU y Canadá","Solo resto",20084,0,401354,198,NA
2022-03-01,"Santa Cruz","Europa","Provincia y resto",2274,16134,65282,28,NA
2022-03-01,"Santa Cruz","Europa","Solo provincia",0,0,0,0,NA
2022-03-01,"Santa Cruz","Europa","Solo resto",31915,0,1064365,394,NA
2022-03-01,"Santa Cruz","Paraguay","Provincia y resto",0,0,0,0,NA
2022-03-01,"Santa Cruz","Paraguay","Solo provincia",0,0,0,0,NA
2022-03-01,"Santa Cruz","Paraguay","Solo resto",1612,0,12584,17,NA
2022-03-01,"Santa Cruz","Resto América","Provincia y resto",808,2810,10638,17,NA
2022-03-01,"Santa Cruz","Resto América","Solo provincia",0,0,0,0,NA
2022-03-01,"Santa Cruz","Resto América","Solo resto",15122,0,362090,292,NA
2022-03-01,"Santa Cruz","Resto del Mundo","Provincia y resto",708,3632,17516,6,NA
2022-03-01,"Santa Cruz","Resto del Mundo","Solo provincia",0,0,0,0,NA
2022-03-01,"Santa Cruz","Resto del Mundo","Solo resto",2502,0,62553,17,NA
2022-03-01,"Santa Cruz","Uruguay","Provincia y resto",36,108,288,2,NA
2022-03-01,"Santa Cruz","Uruguay","Solo provincia",0,0,0,0,NA
2022-03-01,"Santa Cruz","Uruguay","Solo resto",807,0,6830,41,NA
2022-03-01,"Santa Fe","Bolivia","Provincia y resto",0,0,0,0,NA
2022-03-01,"Santa Fe","Bolivia","Solo provincia",50,150,150,2,NA
2022-03-01,"Santa Fe","Bolivia","Solo resto",2959,0,42230,122,NA
2022-03-01,"Santa Fe","Brasil","Provincia y resto",404,3686,6545,8,NA
2022-03-01,"Santa Fe","Brasil","Solo provincia",306,4284,4284,6,NA
2022-03-01,"Santa Fe","Brasil","Solo resto",16225,0,195207,322,NA
2022-03-01,"Santa Fe","Chile","Provincia y resto",37,333,370,1,NA
2022-03-01,"Santa Fe","Chile","Solo provincia",216,1586,1586,6,NA
2022-03-01,"Santa Fe","Chile","Solo resto",8616,0,67585,240,NA
2022-03-01,"Santa Fe","EE.UU y Canadá","Provincia y resto",657,4614,11517,6,NA
2022-03-01,"Santa Fe","EE.UU y Canadá","Solo provincia",383,8153,8153,4,NA
2022-03-01,"Santa Fe","EE.UU y Canadá","Solo resto",21106,0,403488,207,NA
2022-03-01,"Santa Fe","Europa","Provincia y resto",1573,42891,65467,18,NA
2022-03-01,"Santa Fe","Europa","Solo provincia",3882,133305,133305,48,NA
2022-03-01,"Santa Fe","Europa","Solo resto",28734,0,930875,356,NA
2022-03-01,"Santa Fe","Paraguay","Provincia y resto",0,0,0,0,NA
2022-03-01,"Santa Fe","Paraguay","Solo provincia",0,0,0,0,NA
2022-03-01,"Santa Fe","Paraguay","Solo resto",1612,0,12584,17,NA
2022-03-01,"Santa Fe","Resto América","Provincia y resto",231,2522,4832,4,NA
2022-03-01,"Santa Fe","Resto América","Solo provincia",58,1740,1740,1,NA
2022-03-01,"Santa Fe","Resto América","Solo resto",15641,0,366156,304,NA
2022-03-01,"Santa Fe","Resto del Mundo","Provincia y resto",0,0,0,0,NA
2022-03-01,"Santa Fe","Resto del Mundo","Solo provincia",0,0,0,0,NA
2022-03-01,"Santa Fe","Resto del Mundo","Solo resto",3210,0,80069,23,NA
2022-03-01,"Santa Fe","Uruguay","Provincia y resto",26,754,1040,1,NA
2022-03-01,"Santa Fe","Uruguay","Solo provincia",0,0,0,0,NA
2022-03-01,"Santa Fe","Uruguay","Solo resto",817,0,6078,42,NA
2022-03-01,"Santiago del Estero","Bolivia","Provincia y resto",0,0,0,0,NA
2022-03-01,"Santiago del Estero","Bolivia","Solo provincia",0,0,0,0,NA
2022-03-01,"Santiago del Estero","Bolivia","Solo resto",3009,0,42380,124,NA
2022-03-01,"Santiago del Estero","Brasil","Provincia y resto",0,0,0,0,NA
2022-03-01,"Santiago del Estero","Brasil","Solo provincia",0,0,0,0,NA
2022-03-01,"Santiago del Estero","Brasil","Solo resto",16935,0,206036,336,NA
2022-03-01,"Santiago del Estero","Chile","Provincia y resto",0,0,0,0,NA
2022-03-01,"Santiago del Estero","Chile","Solo provincia",0,0,0,0,NA
2022-03-01,"Santiago del Estero","Chile","Solo resto",8869,0,69541,247,NA
2022-03-01,"Santiago del Estero","EE.UU y Canadá","Provincia y resto",0,0,0,0,NA
2022-03-01,"Santiago del Estero","EE.UU y Canadá","Solo provincia",0,0,0,0,NA
2022-03-01,"Santiago del Estero","EE.UU y Canadá","Solo resto",22146,0,423158,217,NA
2022-03-01,"Santiago del Estero","Europa","Provincia y resto",149,969,7412,2,NA
2022-03-01,"Santiago del Estero","Europa","Solo provincia",0,0,0,0,NA
2022-03-01,"Santiago del Estero","Europa","Solo resto",34040,0,1122235,420,NA
2022-03-01,"Santiago del Estero","Paraguay","Provincia y resto",0,0,0,0,NA
2022-03-01,"Santiago del Estero","Paraguay","Solo provincia",0,0,0,0,NA
2022-03-01,"Santiago del Estero","Paraguay","Solo resto",1612,0,12584,17,NA
2022-03-01,"Santiago del Estero","Resto América","Provincia y resto",0,0,0,0,NA
2022-03-01,"Santiago del Estero","Resto América","Solo provincia",0,0,0,0,NA
2022-03-01,"Santiago del Estero","Resto América","Solo resto",15930,0,372728,309,NA
2022-03-01,"Santiago del Estero","Resto del Mundo","Provincia y resto",0,0,0,0,NA
2022-03-01,"Santiago del Estero","Resto del Mundo","Solo provincia",0,0,0,0,NA
2022-03-01,"Santiago del Estero","Resto del Mundo","Solo resto",3210,0,80069,23,NA
2022-03-01,"Santiago del Estero","Uruguay","Provincia y resto",0,0,0,0,NA
2022-03-01,"Santiago del Estero","Uruguay","Solo provincia",0,0,0,0,NA
2022-03-01,"Santiago del Estero","Uruguay","Solo resto",843,0,7118,43,NA
2022-03-01,"Tierra del Fuego","Bolivia","Provincia y resto",127,478,1858,10,NA
2022-03-01,"Tierra del Fuego","Bolivia","Solo provincia",0,0,0,0,NA
2022-03-01,"Tierra del Fuego","Bolivia","Solo resto",2882,0,40522,114,NA
2022-03-01,"Tierra del Fuego","Brasil","Provincia y resto",453,2312,5587,9,NA
2022-03-01,"Tierra del Fuego","Brasil","Solo provincia",0,0,0,0,NA
2022-03-01,"Tierra del Fuego","Brasil","Solo resto",16482,0,200449,327,NA
2022-03-01,"Tierra del Fuego","Chile","Provincia y resto",0,0,0,0,NA
2022-03-01,"Tierra del Fuego","Chile","Solo provincia",37,740,740,1,NA
2022-03-01,"Tierra del Fuego","Chile","Solo resto",8832,0,68801,246,NA
2022-03-01,"Tierra del Fuego","EE.UU y Canadá","Provincia y resto",1215,3688,14617,11,NA
2022-03-01,"Tierra del Fuego","EE.UU y Canadá","Solo provincia",601,1012,1996,6,NA
2022-03-01,"Tierra del Fuego","EE.UU y Canadá","Solo resto",20330,0,406545,200,NA
2022-03-01,"Tierra del Fuego","Europa","Provincia y resto",2849,15984,66955,28,NA
2022-03-01,"Tierra del Fuego","Europa","Solo provincia",75,300,300,1,NA
2022-03-01,"Tierra del Fuego","Europa","Solo resto",31265,0,1062392,393,NA
2022-03-01,"Tierra del Fuego","Paraguay","Provincia y resto",0,0,0,0,NA
2022-03-01,"Tierra del Fuego","Paraguay","Solo provincia",0,0,0,0,NA
2022-03-01,"Tierra del Fuego","Paraguay","Solo resto",1612,0,12584,17,NA
2022-03-01,"Tierra del Fuego","Resto América","Provincia y resto",478,2044,6858,9,NA
2022-03-01,"Tierra del Fuego","Resto América","Solo provincia",58,5336,5336,1,NA
2022-03-01,"Tierra del Fuego","Resto América","Solo resto",15394,0,360534,299,NA
2022-03-01,"Tierra del Fuego","Resto del Mundo","Provincia y resto",462,1848,9856,3,NA
2022-03-01,"Tierra del Fuego","Resto del Mundo","Solo provincia",155,1085,1085,1,NA
2022-03-01,"Tierra del Fuego","Resto del Mundo","Solo resto",2593,0,69128,19,NA
2022-03-01,"Tierra del Fuego","Uruguay","Provincia y resto",36,144,288,2,NA
2022-03-01,"Tierra del Fuego","Uruguay","Solo provincia",0,0,0,0,NA
2022-03-01,"Tierra del Fuego","Uruguay","Solo resto",807,0,6830,41,NA
2022-03-01,"Tucuman","Bolivia","Provincia y resto",0,0,0,0,NA
2022-03-01,"Tucuman","Bolivia","Solo provincia",0,0,0,0,NA
2022-03-01,"Tucuman","Bolivia","Solo resto",3009,0,42380,124,NA
2022-03-01,"Tucuman","Brasil","Provincia y resto",0,0,0,0,NA
2022-03-01,"Tucuman","Brasil","Solo provincia",50,3100,3100,1,NA
2022-03-01,"Tucuman","Brasil","Solo resto",16885,0,202936,335,NA
2022-03-01,"Tucuman","Chile","Provincia y resto",0,0,0,0,NA
